NameID,Week,WkDay,CumDay,DWB100,Sleep,Load,Match01,mcsleep_sas,mcload_sas,z2sleep,z2load,zgroupsleep,zgroupload
4,2,4,11,25,8,0,0,0.098591549,-336.2352941,0.025465453,-0.453803208,2,2
4,2,5,12,35,7,480,0,-0.901408451,143.7647059,-0.232827,0.080119782,2,2
4,2,6,13,60,11,0,0,3.098591549,-336.2352941,0.800342813,-0.453803208,3,2
4,2,7,14,25,9,480,0,1.098591549,143.7647059,0.283757906,0.080119782,2,2
4,3,1,15,50,8,480,0,0.098591549,143.7647059,0.025465453,0.080119782,2,2
4,3,2,16,45,7,480,0,-0.901408451,143.7647059,-0.232827,0.080119782,2,2
4,3,3,17,35,6,780,0,-1.901408451,443.7647059,-0.491119453,0.413821651,2,2
4,3,4,18,40,7,240,0,-0.901408451,-96.23529412,-0.232827,-0.186841713,2,2
4,3,5,19,45,7,240,0,-0.901408451,-96.23529412,-0.232827,-0.186841713,2,2
4,3,6,20,40,11,420,0,3.098591549,83.76470588,0.800342813,0.013379408,3,2
4,3,7,21,35,9,480,0,1.098591549,143.7647059,0.283757906,0.080119782,2,2
4,4,1,22,35,7,600,0,-0.901408451,263.7647059,-0.232827,0.21360053,2,2
4,4,2,23,35,7,840,0,-0.901408451,503.7647059,-0.232827,0.480562025,2,2
4,4,3,24,40,8,660,0,0.098591549,323.7647059,0.025465453,0.280340903,2,2
4,4,4,25,30,8,480,0,0.098591549,143.7647059,0.025465453,0.080119782,2,2
4,4,5,26,35,8,240,0,0.098591549,-96.23529412,0.025465453,-0.186841713,2,2
4,4,6,27,,,,0,,,,,,
4,4,7,28,,,,0,,,,,,
4,5,1,29,40,3,0,0,-4.901408451,-336.2352941,-1.265996813,-0.453803208,1,2
4,5,2,30,80,11,300,0,3.098591549,-36.23529412,0.800342813,-0.120101339,3,2
4,5,3,31,,,,0,,,,,,
4,5,4,32,70,10,290,0,2.098591549,-46.23529412,0.54205036,-0.131224735,3,2
4,5,5,33,,,,0,,,,,,
4,5,6,34,,,,0,,,,,,
4,5,7,35,,,,0,,,,,,
4,6,1,36,,,,0,,,,,,
4,6,2,37,,,,0,,,,,,
4,6,3,38,65,9,150,0,1.098591549,-186.2352941,0.283757906,-0.286952274,2,2
4,6,4,39,,,,0,,,,,,
4,6,5,40,,,,0,,,,,,
4,6,6,41,,,,0,,,,,,
4,6,7,42,,,,0,,,,,,
4,7,1,43,15,3,0,0,-4.901408451,-336.2352941,-1.265996813,-0.453803208,1,2
4,7,2,44,50,12,0,0,4.098591549,-336.2352941,1.058635266,-0.453803208,3,2
4,7,3,45,35,8,240,0,0.098591549,-96.23529412,0.025465453,-0.186841713,2,2
4,7,4,46,40,7,480,0,-0.901408451,143.7647059,-0.232827,0.080119782,2,2
4,7,5,47,40,6,240,0,-1.901408451,-96.23529412,-0.491119453,-0.186841713,2,2
4,7,6,48,50,8,180,0,0.098591549,-156.2352941,0.025465453,-0.253582087,2,2
4,7,7,49,,,,0,,,,,,
4,8,1,50,40,8,960,1,0.098591549,623.7647059,0.025465453,0.614042773,2,3
4,8,2,51,40,8,600,0,0.098591549,263.7647059,0.025465453,0.21360053,2,2
4,8,3,52,30,8,300,0,0.098591549,-36.23529412,0.025465453,-0.120101339,2,2
4,8,4,53,35,9,60,0,1.098591549,-276.2352941,0.283757906,-0.387062835,2,2
4,8,5,54,40,7,0,0,-0.901408451,-336.2352941,-0.232827,-0.453803208,2,2
4,8,6,55,,,,0,,,,,,
4,8,7,56,,,,0,,,,,,
4,9,1,57,45,7,0,0,-0.901408451,-336.2352941,-0.232827,-0.453803208,2,2
4,9,2,58,45,7,300,0,-0.901408451,-36.23529412,-0.232827,-0.120101339,2,2
4,9,3,59,40,7,120,0,-0.901408451,-216.2352941,-0.232827,-0.320322461,2,2
4,9,4,60,45,7,900,1,-0.901408451,563.7647059,-0.232827,0.547302399,2,3
4,9,5,61,45,7,320,0,-0.901408451,-16.23529412,-0.232827,-0.097854548,2,2
4,9,6,62,,,,0,,,,,,
4,9,7,63,40,13,2400,1,5.098591549,2063.764706,1.316927719,2.215811744,3,3
4,10,1,64,40,7,0,0,-0.901408451,-336.2352941,-0.232827,-0.453803208,2,2
4,10,2,65,40,8,700,0,0.098591549,363.7647059,0.025465453,0.324834486,2,2
